STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,age,Age class,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2014,,15.3,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2015,,14.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2016,,17.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2017,,17.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2018,,14.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2019,,13.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2020,,15.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2021,,16.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2022,,14.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2023,,15.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",AT,Austria,2024,,14.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BA,Bosnia and Herzegovina,2021,,39.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BA,Bosnia and Herzegovina,2022,,44.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BA,Bosnia and Herzegovina,2023,,35.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BA,Bosnia and Herzegovina,2024,,34.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1992,,14.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1993,,19.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1994,,23.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1995,,24.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1996,,23.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1997,,27.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1998,,26.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,1999,,24.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2000,,23.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2001,,24.3,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2002,,22.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2003,,25.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2004,,26.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2005,,27.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2006,,26.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2007,,26.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2008,,25.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2009,,28.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2010,,32.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2011,,28.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2012,,28.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2013,,32.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2014,,32.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2015,,33.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2016,,29.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2017,,28.2,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2018,,22.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2019,,21.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2020,,22.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2021,,26.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2022,,24.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2023,,23.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2024,,25.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2000,,39.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2001,,49.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2002,,45.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2003,,37.1,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2004,,33.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2005,,31.6,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2006,,32.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2007,,25.4,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2008,,23.6,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2009,,25.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2010,,35.3,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2011,,43.0,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2012,,44.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2013,,44.0,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2014,,37.4,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2015,,31.6,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2016,,29.7,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2017,,24.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2018,,20.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2019,,16.8,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2020,,17.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2021,,24.3,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2022,,19.5,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2023,,18.9,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2024,,20.3,,u,low reliability,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,1996,,7.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,1997,,8.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,1998,,5.9,,b,break in time series,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,1999,,6.8,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2000,,4.2,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2001,,7.1,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2002,,6.3,,,,,
dataflow,ESTAT:YTH_EMPL_090(1.0),"Youth unemployment by sex, age and educational attainment level",A,Annual,T,Total,Y15-29,From 15 to 29 years,PC,Percentage,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",CH,Switzerland,2003,,8.7,,,,,
