STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2010,,32660,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2011,,33140,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2012,,32760,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2013,,32650,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2014,,33060,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2015,,33660,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2016,,34160,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2017,,34960,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2018,,35490,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2019,,35950,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2020,,33740,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2021,,35840,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2022,,36910,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2023,,36870,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2024,,37040,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2000,,30030,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2001,,30600,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2002,,30730,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2003,,30780,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2004,,31330,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2005,,31710,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2006,,32620,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2007,,33420,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2008,,33390,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2009,,31810,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2010,,32390,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2011,,32870,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2012,,32490,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2013,,32380,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2014,,32790,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2015,,33390,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2016,,33890,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2017,,34700,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2018,,35220,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2019,,35700,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2020,,33500,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2021,,35600,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2022,,36680,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2023,,36630,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EA20,Euro area – 20 countries (from 2023),2024,,36810,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2000,,10480,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2001,,11160,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2002,,12020,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2003,,13010,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2004,,13980,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2005,,15400,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2006,,17010,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2007,,18400,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2008,,17510,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2009,,14980,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2010,,15380,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2011,,16590,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2012,,17260,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2013,,17630,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2014,,18280,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2015,,18650,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2016,,19190,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2017,,20270,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2018,,20970,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2019,,21650,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2020,,20960,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2021,,22440,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2022,,22430,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2023,,21210,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2024,,21020,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2000,,16120,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2001,,16780,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2002,,17510,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2003,,18480,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2004,,19420,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2005,,19590,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2006,,20790,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2007,,21470,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2008,,21420,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2009,,20490,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2010,,19300,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2011,,17420,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2012,,16050,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2013,,15800,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2014,,16030,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2015,,16100,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2016,,16160,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2017,,16430,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2018,,16810,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2019,,17210,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2020,,15660,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2021,,17110,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2022,,18200,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2023,,18670,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2024,,19130,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2000,,22930,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2001,,23700,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2002,,23970,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2003,,24220,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2004,,24590,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2005,,25000,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2006,,25600,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2007,,25990,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2008,,25760,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2009,,24590,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2010,,24510,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2011,,24260,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2012,,23560,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2013,,23310,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2014,,23730,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2015,,24720,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2016,,25420,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2017,,26110,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2018,,26620,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2019,,26930,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2020,,23850,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2021,,25440,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2022,,26770,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2023,,27150,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,ES,Spain,2024,,27740,,p,provisional,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2000,,25660,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2001,,26170,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2002,,26390,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2003,,26530,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2004,,27100,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2005,,27530,,,,,
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",B1GQ,Gross domestic product at market prices,EU27_2020,European Union - 27 countries (from 2020),2006,,28410,,,,,
